PATHWAY_URI	DATASOURCE	DISPLAY_NAME	ALL_NAMES	NUM_DIRECT_COMPONENT_OR_STEP_PROCESSES
http://identifiers.org/reactome/R-HSA-1839122	Reactome	Signaling by activated point mutants of FGFR1	Signaling by activated point mutants of FGFR1;	10
http://identifiers.org/reactome/R-HSA-1839124	Reactome	FGFR1 mutant receptor activation	FGFR1 mutant receptor activation;	8
http://identifiers.org/reactome/R-HSA-1839120	Reactome	Signaling by FGFR1 amplification mutants	Signaling by FGFR1 amplification mutants;	12
http://identifiers.org/reactome/R-HSA-1839126	Reactome	FGFR2 mutant receptor activation	FGFR2 mutant receptor activation;	8
http://identifiers.org/reactome/R-HSA-1839128	Reactome	FGFR4 mutant receptor activation	FGFR4 mutant receptor activation;	12
http://identifiers.org/reactome/R-HSA-83936	Reactome	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane;	25
http://identifiers.org/reactome/R-HSA-435354	Reactome	Zinc transporters	Zinc transporters;	4
http://identifiers.org/reactome/R-HSA-435368	Reactome	Zinc efflux and compartmentalization by the SLC30 family	Zinc efflux and compartmentalization by the SLC30 family;	17
http://pathwaycommons.org/pc2/Pathway_8cafe06ac86c2b96724965b419ec3518	pid	Glypican pathway	"glypicanpathway;""Glypican pathway"";"	3
http://identifiers.org/reactome/R-HSA-8937144	Reactome	Aryl hydrocarbon receptor signalling	Aryl hydrocarbon receptor signalling;	10
http://pathwaycommons.org/pc2/Pathway_9d55f6fb96a86047373356973b40882d	HumanCyc	fatty acid alpha-oxidation II	fatty acid alpha-oxidation II;	38
http://pathwaycommons.org/pc2/Pathway_1a830025645d7e2b7896153b8b6904b2	INOH	D-Ribose 5-phosphate = D-Ribulose 5-phosphate ( Pentose phosphate cycle ) 	D-Ribose 5-phosphate = D-Ribulose 5-phosphate ( Pentose phosphate cycle ) ;	2
http://identifiers.org/reactome/R-HSA-2855086	Reactome	Ficolins bind to repetitive carbohydrate structures on the target cell surface	Ficolins bind to repetitive carbohydrate structures on the target cell surface;	6
http://pathwaycommons.org/pc2/Pathway_32270ced98311537c513483a7db49cd4	INOH	Caspase3 activation signaling ( TNFR1 signaling pathway ) 	Caspase3 activation signaling ( TNFR1 signaling pathway ) ;	3
http://identifiers.org/reactome/R-HSA-3595172	Reactome	Defective CHST3 causes SEDCJD	"Defective CHST3 causes SEDCJD;""Defective CHST3 causes spondyloepiphyseal dysplasia with congenital joint dislocations"";"	2
http://identifiers.org/reactome/R-HSA-3595174	Reactome	Defective CHST14 causes EDS, musculocontractural type	"Defective CHST14 causes Ehlers-Danlos syndrome musculocontractural type;""Defective CHST14 causes EDS, musculocontractural type"";"	2
http://identifiers.org/reactome/R-HSA-3595177	Reactome	Defective CHSY1 causes TPBS	"Defective CHSY1 causes TPBS;""Defective CHSY1 causes temtamy preaxial brachydactyly syndrome"";"	4
http://identifiers.org/reactome/R-HSA-5693579	Reactome	Homologous DNA Pairing and Strand Exchange	Homologous DNA Pairing and Strand Exchange;	8
http://identifiers.org/reactome/R-HSA-5693548	Reactome	Sensing of DNA Double Strand Breaks	Sensing of DNA Double Strand Breaks;	20
http://identifiers.org/reactome/R-HSA-5693538	Reactome	Homology Directed Repair	Homology Directed Repair;	4
http://identifiers.org/reactome/R-HSA-5693537	Reactome	Resolution of D-Loop Structures	Resolution of D-Loop Structures;	4
http://identifiers.org/reactome/R-HSA-5693532	Reactome	DNA Double-Strand Break Repair	DNA Double-Strand Break Repair;	6
http://identifiers.org/reactome/R-HSA-5693568	Reactome	Resolution of D-loop Structures through Holliday Junction Intermediates	Resolution of D-loop Structures through Holliday Junction Intermediates;	21
http://identifiers.org/reactome/R-HSA-5693565	Reactome	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks;	91
http://identifiers.org/reactome/R-HSA-5693567	Reactome	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA);	6
http://identifiers.org/reactome/R-HSA-5693571	Reactome	Nonhomologous End-Joining (NHEJ)	Nonhomologous End-Joining (NHEJ);	33
http://identifiers.org/reactome/R-HSA-5693554	Reactome	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA);	5
http://identifiers.org/reactome/R-HSA-5693616	Reactome	Presynaptic phase of homologous DNA pairing and strand exchange	Presynaptic phase of homologous DNA pairing and strand exchange;	12
http://identifiers.org/reactome/R-HSA-5693606	Reactome	DNA Double Strand Break Response	DNA Double Strand Break Response;	4
http://identifiers.org/reactome/R-HSA-5693607	Reactome	Processing of DNA double-strand break ends	Processing of DNA double-strand break ends;	44
http://identifiers.org/reactome/R-HSA-438064	Reactome	Post NMDA receptor activation events	Post NMDA receptor activation events;	8
http://identifiers.org/reactome/R-HSA-438066	Reactome	Unblocking of NMDA receptor, glutamate binding and activation	Unblocking of NMDA receptor, glutamate binding and activation;	12
http://pathwaycommons.org/pc2/Pathway_0fc5b260255f4744e7a05f3e33b6dfaf	pid	IL4-mediated signaling events	"il4_2pathway;""IL4-mediated signaling events"";"	158
http://identifiers.org/reactome/R-HSA-3229133	Reactome	GSD Ib	"GSD Ib;""Glycogen storage disease type Ib (SLC37A4)"";"	2
http://identifiers.org/reactome/R-HSA-3229121	Reactome	Glycogen storage diseases	Glycogen storage diseases;	18
http://identifiers.org/reactome/R-HSA-437239	Reactome	Recycling pathway of L1	Recycling pathway of L1;	33
http://pathwaycommons.org/pc2/Pathway_c5ff8136ddd169a77d3d97931bb536ee	HumanCyc	1D-myo-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)	"1D-myo-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3);""phytate biosynthesis"";"	22
http://pathwaycommons.org/pc2/Pathway_ccf18893a329ee142ca45e6674ba196c	INOH	Signaling without Wnt (Canonical) ( C. elegans endoderm induction Wnt signaling pathway Diagram ) 	Signaling without Wnt (Canonical) ( C. elegans endoderm induction Wnt signaling pathway Diagram ) ;	3
http://pathwaycommons.org/pc2/Pathway_e57ed8c73d73051e7028dd6a945626d9	HumanCyc	eumelanin biosynthesis	"melanochrome biosynthesis;""melanogenesis"";""eumelanin biosynthesis"";"	22
http://pathwaycommons.org/pc2/Pathway_c297611adc93fafa85e92d84ae7fa371	HumanCyc	zymosterol biosynthesis	zymosterol biosynthesis;	60
http://pathwaycommons.org/pc2/Pathway_eb4e2e6c75235577c1f9574a6e8cf8e7	INOH	Signaling with Hh ( Hedgehog signaling pathway ) 	Signaling with Hh ( Hedgehog signaling pathway ) ;	4
http://pathwaycommons.org/pc2/Pathway_1355e7953b2b5f039357a7c8336a8c51	SMPDB	Apoptosis	Apoptosis;	2
http://identifiers.org/reactome/R-HSA-5603037	Reactome	IRAK4 deficiency (TLR5)	IRAK4 deficiency (TLR5);	4
http://identifiers.org/reactome/R-HSA-5603029	Reactome	IkBA variant leads to EDA-ID	IkBA variant leads to EDA-ID;	3
http://identifiers.org/reactome/R-HSA-5603027	Reactome	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR);	3
http://identifiers.org/reactome/R-HSA-5603041	Reactome	IRAK4 deficiency (TLR2/4)	IRAK4 deficiency (TLR2/4);	4
http://pathwaycommons.org/pc2/Pathway_61bf512440f59f919f284abf7cc65313	INOH	AKT(PKB) activation signaling ( Insulin receptor signaling (D. melanogaster) ) 	AKT(PKB) activation signaling ( Insulin receptor signaling (D. melanogaster) ) ;	7
http://identifiers.org/reactome/R-HSA-5260271	Reactome	Diseases of Immune System	Diseases of Immune System;	2
http://identifiers.org/reactome/R-HSA-373080	Reactome	Class B/2 (Secretin family receptors)	Class B/2 (Secretin family receptors);	21
http://identifiers.org/reactome/R-HSA-373076	Reactome	Class A/1 (Rhodopsin-like receptors)	Class A/1 (Rhodopsin-like receptors);	42
http://identifiers.org/reactome/R-HSA-372708	Reactome	p130Cas linkage to MAPK signaling for integrins	p130Cas linkage to MAPK signaling for integrins;	7
http://pathwaycommons.org/pc2/Pathway_76bd8eaf31462ea2af3d2d048ba25c56	INOH	Calcineurin activation signaling ( CD4 T cell receptor signaling (JNK cascade) ) 	Calcineurin activation signaling ( CD4 T cell receptor signaling (JNK cascade) ) ;	2
http://identifiers.org/reactome/R-HSA-8875360	Reactome	InlB-mediated entry of Listeria monocytogenes into host cell	InlB-mediated entry of Listeria monocytogenes into host cell;	19
http://identifiers.org/reactome/R-HSA-5602358	Reactome	Diseases associated with the TLR signaling cascade	Diseases associated with the TLR signaling cascade;	22
http://identifiers.org/reactome/R-HSA-5602498	Reactome	MyD88 deficiency (TLR2/4)	MyD88 deficiency (TLR2/4);	4
http://identifiers.org/reactome/R-HSA-5602415	Reactome	UNC93B1 deficiency - HSE	UNC93B1 deficiency - HSE;	2
http://identifiers.org/reactome/R-HSA-5602410	Reactome	TLR3 deficiency - HSE	TLR3 deficiency - HSE;	2
http://identifiers.org/reactome/R-HSA-8875513	Reactome	MET interacts with TNS proteins	MET interacts with TNS proteins;	4
http://identifiers.org/reactome/R-HSA-8875555	Reactome	MET activates RAP1 and RAC1	MET activates RAP1 and RAC1;	12
http://identifiers.org/reactome/R-HSA-5602566	Reactome	TICAM1 deficiency - HSE	TICAM1 deficiency - HSE;	2
http://identifiers.org/reactome/R-HSA-5602571	Reactome	TRAF3 deficiency - HSE	TRAF3 deficiency - HSE;	2
http://pathwaycommons.org/pc2/Pathway_8b662b717ea6e30f52b438fe4b56bb78	INOH	Caspase8 activation signaling ( TNFR1 signaling pathway ) 	Caspase8 activation signaling ( TNFR1 signaling pathway ) ;	3
http://pathwaycommons.org/pc2/Pathway_74190946480ea1d8ce797a21a20ce983	INOH	CD28 signaling ( CD4 T cell receptor signaling ) 	CD28 signaling ( CD4 T cell receptor signaling ) ;	1
http://identifiers.org/reactome/R-HSA-5602636	Reactome	IKBKB deficiency causes SCID	IKBKB deficiency causes SCID;	2
http://identifiers.org/reactome/R-HSA-5602680	Reactome	MyD88 deficiency (TLR5)	MyD88 deficiency (TLR5);	2
http://identifiers.org/reactome/R-HSA-8875791	Reactome	MET activates STAT3	MET activates STAT3;	9
http://identifiers.org/reactome/R-HSA-8875656	Reactome	MET receptor recycling	MET receptor recycling;	5
http://identifiers.org/reactome/R-HSA-372790	Reactome	Signaling by GPCR	Signaling by GPCR;	8
http://identifiers.org/reactome/R-HSA-8875878	Reactome	MET promotes cell motility	MET promotes cell motility;	6
http://identifiers.org/reactome/R-HSA-8873719	Reactome	RAB geranylgeranylation	RAB geranylgeranylation;	12
http://identifiers.org/reactome/R-HSA-5694530	Reactome	Cargo concentration in the ER	Cargo concentration in the ER;	24
http://pathwaycommons.org/pc2/Pathway_f2073c3ae08afe8d6cf1a6ef7364112f	pid	Notch signaling pathway	"Notch signaling pathway;""notch_pathway"";"	137
http://identifiers.org/reactome/R-HSA-5601884	Reactome	PIWI-interacting RNA (piRNA) biogenesis	PIWI-interacting RNA (piRNA) biogenesis;	40
http://pathwaycommons.org/pc2/Pathway_a92fd1b3db18f6b883313660f9574b86	HumanCyc	glycerol-3-phosphate shuttle	"glycerol-3-phosphate shuttle;""glycerol-3-P shuttle"";""G3P shuttle"";"	14
http://pathwaycommons.org/pc2/Pathway_a99c825ea87d838a655100818f7768fd	HumanCyc	L-cysteine degradation I	"cysteine degradation I;""L-cysteine degradation I"";"	10
http://pathwaycommons.org/pc2/Pathway_6b2b879038ea746b1072a12d27129d05	HumanCyc	asparagine biosynthesis I	asparagine biosynthesis I;	4
http://identifiers.org/reactome/R-HSA-8874081	Reactome	MET activates PTK2 signaling	MET activates PTK2 signaling;	14
http://pathwaycommons.org/pc2/Pathway_44e9d5d475be5cfef700fd5ff7ad3630	HumanCyc	chondroitin sulfate degradation (metazoa)	chondroitin sulfate degradation (metazoa);	36
http://pathwaycommons.org/pc2/Pathway_1556cc1700256cf9fb1f6d085e7424f6	INOH	Succinyl-CoA + Dihydro-lipoamide = CoA + S-Succinyl-dihydro-lipoamide ( Citrate cycle ) 	Succinyl-CoA + Dihydro-lipoamide = CoA + S-Succinyl-dihydro-lipoamide ( Citrate cycle ) ;	2
http://pathwaycommons.org/pc2/Pathway_b9f042ec5ad1ed8f2de051e89e836475	HumanCyc	acyl carrier protein metabolism	"ACP metabolism;""acyl carrier protein metabolism"";""[acp] metabolism"";"	8
http://identifiers.org/reactome/R-HSA-375281	Reactome	Hormone ligand-binding receptors	Hormone ligand-binding receptors;	8
http://identifiers.org/reactome/R-HSA-375280	Reactome	Amine ligand-binding receptors	Amine ligand-binding receptors;	14
http://identifiers.org/reactome/R-HSA-375276	Reactome	Peptide ligand-binding receptors	Peptide ligand-binding receptors;	92
http://identifiers.org/reactome/R-HSA-375165	Reactome	NCAM signaling for neurite out-growth	NCAM signaling for neurite out-growth;	38
http://identifiers.org/reactome/R-HSA-375170	Reactome	CDO in myogenesis	CDO in myogenesis;	31
http://pathwaycommons.org/pc2/Pathway_19fd8bcdf421ef6fd8e4ad6fb34ffcdb	HumanCyc	phenylalanine degradation I (aerobic)	phenylalanine degradation I (aerobic);	30
http://pathwaycommons.org/pc2/Pathway_2d307e80e3a7b4ae590fcd73c4d058cf	pid	mTOR signaling pathway	"mTOR signaling pathway;""mtor_4pathway"";"	97
http://identifiers.org/reactome/R-HSA-2424491	Reactome	DAP12 signaling	DAP12 signaling;	50
http://pathwaycommons.org/pc2/Pathway_7dd72ba4462997fc0a0f93c1a321fc49	INOH	L-Alanine + 2-Oxo-glutaric acid = Pyruvic acid + L-Glutamic acid ( Glycolysis and Gluconeogenesis ) 	L-Alanine + 2-Oxo-glutaric acid = Pyruvic acid + L-Glutamic acid ( Glycolysis and Gluconeogenesis ) ;	3
http://identifiers.org/reactome/R-HSA-5696399	Reactome	Global Genome Nucleotide Excision Repair (GG-NER)	Global Genome Nucleotide Excision Repair (GG-NER);	8
http://identifiers.org/reactome/R-HSA-5696398	Reactome	Nucleotide Excision Repair	Nucleotide Excision Repair;	4
http://identifiers.org/reactome/R-HSA-5696397	Reactome	Gap-filling DNA repair synthesis and ligation in GG-NER	Gap-filling DNA repair synthesis and ligation in GG-NER;	6
http://identifiers.org/reactome/R-HSA-5696395	Reactome	Formation of Incision Complex in GG-NER	Formation of Incision Complex in GG-NER;	24
http://identifiers.org/reactome/R-HSA-5696394	Reactome	DNA Damage Recognition in GG-NER	DNA Damage Recognition in GG-NER;	12
http://identifiers.org/reactome/R-HSA-5696400	Reactome	Dual Incision in GG-NER	Dual Incision in GG-NER;	8
http://pathwaycommons.org/pc2/Pathway_68297e10ff88c2ca89b22347e3261a94	pid	Alpha4 beta1 integrin signaling events	"integrin_a4b1_pathway;""Alpha4 beta1 integrin signaling events"";"	65
http://identifiers.org/reactome/R-HSA-373755	Reactome	Semaphorin interactions	Semaphorin interactions;	10
http://identifiers.org/reactome/R-HSA-373760	Reactome	L1CAM interactions	L1CAM interactions;	32
http://identifiers.org/reactome/R-HSA-373753	Reactome	Nephrin interactions	Nephrin interactions;	25
http://identifiers.org/reactome/R-HSA-373752	Reactome	Netrin-1 signaling	Netrin-1 signaling;	29
http://identifiers.org/reactome/R-HSA-8876198	Reactome	RAB GEFs exchange GTP for GDP on RABs	RAB GEFs exchange GTP for GDP on RABs;	62
http://identifiers.org/reactome/R-HSA-8876493	Reactome	InlA-mediated entry of Listeria monocytogenes into host cells	InlA-mediated entry of Listeria monocytogenes into host cells;	14
http://pathwaycommons.org/pc2/Pathway_fb58adc1d369b18b0dada7b8b1f555fd	INOH	Dorsal signaling ( Drosophila Toll-like receptor signaling ) 	Dorsal signaling ( Drosophila Toll-like receptor signaling ) ;	7
http://identifiers.org/reactome/R-HSA-8876384	Reactome	Listeria monocytogenes entry into host cells	Listeria monocytogenes entry into host cells;	4
http://identifiers.org/reactome/R-HSA-8876725	Reactome	Protein methylation	Protein methylation;	27
http://pathwaycommons.org/pc2/Pathway_fe90485e8a77053918debee284a16f8a	INOH	Signaling without Wnt (in anterior side of EMS cell) ( C. elegans endoderm induction Wnt signaling pathway Diagram ) 	Signaling without Wnt (in anterior side of EMS cell) ( C. elegans endoderm induction Wnt signaling pathway Diagram ) ;	2
http://identifiers.org/reactome/R-HSA-5607761	Reactome	Dectin-1 mediated noncanonical NF-kB signaling	Dectin-1 mediated noncanonical NF-kB signaling;	24
http://identifiers.org/reactome/R-HSA-5607763	Reactome	CLEC7A (Dectin-1) induces NFAT activation	CLEC7A (Dectin-1) induces NFAT activation;	16
http://identifiers.org/reactome/R-HSA-5607764	Reactome	CLEC7A (Dectin-1) signaling	CLEC7A (Dectin-1) signaling;	70
http://pathwaycommons.org/pc2/Pathway_6569b23e570f2d5c6d8ee9ddba51595a	pid	Arf6 signaling events	"arf6_pathway;""Arf6 signaling events"";"	72
http://identifiers.org/reactome/R-HSA-2426168	Reactome	Activation of gene expression by SREBF (SREBP)	Activation of gene expression by SREBF (SREBP);	109
http://pathwaycommons.org/pc2/Pathway_78742b7063b27bfd018ffafec87d0883	INOH	p38 cascade ( IL-1 signaling pathway (through p38 cascade) ) 	p38 cascade ( IL-1 signaling pathway (through p38 cascade) ) ;	8
http://identifiers.org/reactome/R-HSA-376172	Reactome	DSCAM interactions	DSCAM interactions;	14
http://identifiers.org/reactome/R-HSA-376176	Reactome	Signaling by Robo receptor	Signaling by Robo receptor;	16
http://pathwaycommons.org/pc2/Pathway_d4eee2732983ae86c28afcc5eb440829	INOH	NAD+ + 3-Methyl-imidazole acetaldehyde + H2O = NADH + 3-Methyl-imidazole-acetic acid ( Histidine degradation ) 	NAD+ + 3-Methyl-imidazole acetaldehyde + H2O = NADH + 3-Methyl-imidazole-acetic acid ( Histidine degradation ) ;	5
http://pathwaycommons.org/pc2/Pathway_01bb03155e5e2b060a0bce463e22bf30	pid	IFN-gamma pathway	"ifngpathway;""IFN-gamma pathway"";"	84
http://pathwaycommons.org/pc2/Pathway_af6829607c80ef9d92c241a1d6a1c043	HumanCyc	glutamine biosynthesis I	"glutamine - glutamate pathway;""glutamine biosynthesis I"";"	8
http://pathwaycommons.org/pc2/Pathway_71091f384031747fad4254a5581b2d90	INOH	IL-1 signaling pathway (through p38 cascade) ( IL-1 signaling pathway (through p38 cascade) ) 	IL-1 signaling pathway (through p38 cascade) ( IL-1 signaling pathway (through p38 cascade) ) ;	26
http://identifiers.org/reactome/R-HSA-5263617	Reactome	Metabolism of ingested MeSeO2H into MeSeH	Metabolism of ingested MeSeO2H into MeSeH;	6
http://pathwaycommons.org/pc2/Pathway_0d6eea0096804ac35002a57c341cec10	HumanCyc	sulfate activation for sulfonation	"sulfation pathway;""sulfate activation for sulfonation"";"	12
http://identifiers.org/reactome/R-HSA-379724	Reactome	tRNA Aminoacylation	tRNA Aminoacylation;	4
http://identifiers.org/reactome/R-HSA-379726	Reactome	Mitochondrial tRNA aminoacylation	Mitochondrial tRNA aminoacylation;	64
http://identifiers.org/reactome/R-HSA-379716	Reactome	Cytosolic tRNA aminoacylation	Cytosolic tRNA aminoacylation;	64
http://identifiers.org/reactome/R-HSA-379401	Reactome	Clearance of dopamine	"Clearance of dopamine;""Dopamine clearance from the synaptic cleft"";"	7
http://pathwaycommons.org/pc2/Pathway_e53f1d97ec8c3f8e51186efb196b3aed	INOH	(R)-S-Lactoyl-glutathione = Glutathione + Methyl-glyoxal ( Pyruvate metabolism ) 	(R)-S-Lactoyl-glutathione = Glutathione + Methyl-glyoxal ( Pyruvate metabolism ) ;	2
